,aquifer_vulnerability,drainage_class,soil_halflife,pcoef,detlimit,offset,detected
514,1,1,-0.917,0.559,-0.566,1.0,-1.0
515,1,1,-0.917,0.559,-0.566,1.0,-1.0
516,1,1,-0.917,0.559,-0.566,1.0,-1.0
517,1,1,-0.917,0.559,-0.566,1.0,-1.0
518,1,1,-0.917,0.559,-0.566,1.0,-1.0
519,0,1,-0.681,-0.421,-0.508,1.0,-1.0
520,0,1,-0.681,-0.421,-0.508,1.0,-1.0
521,0,1,-0.681,-0.421,-0.508,1.0,-1.0
522,0,1,-0.681,-0.421,-0.508,1.0,-1.0
523,0,1,-0.681,-0.421,-0.508,1.0,-1.0
524,0,1,-0.915,-0.442,-0.41,1.0,-1.0
525,0,1,-0.915,-0.442,-0.41,1.0,-1.0
526,0,1,-0.915,-0.442,-0.41,1.0,-1.0
527,0,1,-0.915,-0.442,-0.41,1.0,-1.0
